listing_id,source_url,listing_url,extraction_timestamp,detection_timestamp,data_quality_score,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model_trim,model_trim_confidence,exterior_color,interior_color,exterior_color_confidence,interior_color_confidence,source,source_confidence,total_options,total_options_value,total_options_msrp,options_categories,options_list,fair_value_usd,fair_value_calculation,asking_price_usd,deal_delta_usd,deal_percentage,deal_quality
16,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/bef1535e-4d4d-481e-8ca8-4e69dd69d141/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-27T16:10:53.388569,2025-08-27T16:10:53.551292,1.0,2011,1.0,"$30,800",1.0,"76,250",1.0,Boxster S,1.0,Gray,Gray,1.0,1.0,AutoTempest,1.0,0,2700,3265,"exterior, technology, seating, performance","Bi-Xenon Headlights with Dynamic Cornering, BOSE Surround Sound, Heated Seats, PCM w/ Navigation, Sport Exhaust (PSE), Sport Seats / Adaptive Sport Seats, 18–19"" Upgraded Wheels",29500,"{'base_value': 30500, 'year_adjustment': 500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 0, 'calculation_timestamp': '2025-08-27T16:10:53.653630'}",30800,-1300,-4.406779661016949,Overpriced
17,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/d58b0ed4-43af-43c6-aec4-1fec0d7b3dfc/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-27T16:10:53.388672,2025-08-27T16:10:53.568977,1.0,2011,1.0,"$41,998",1.0,"43,076",1.0,Boxster S,1.0,Gray,Black,1.0,1.0,AutoTempest,1.0,0,3750,3265,"exterior, technology, performance, seating","Bi-Xenon Headlights with Dynamic Cornering, BOSE Surround Sound, Limited Slip Differential (LSD), PCM w/ Navigation, Sport Exhaust (PSE), Sport Seats / Adaptive Sport Seats, 18–19"" Upgraded Wheels",31200,"{'base_value': 30500, 'year_adjustment': 500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 200, 'calculation_timestamp': '2025-08-27T16:10:53.653758'}",41998,-10798,-34.60897435897436,Overpriced
18,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/00913ac2-c363-4c68-be09-13193ee12b64/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-27T16:10:53.388778,2025-08-27T16:10:53.586370,1.0,2010,1.0,"$26,992",1.0,"33,497",1.0,Boxster Base,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,0,800,0,"exterior, seating","Bi-Xenon Headlights with Dynamic Cornering, Heated Seats, 18–19"" Upgraded Wheels",31700,"{'base_value': 30500, 'year_adjustment': 1000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 200, 'calculation_timestamp': '2025-08-27T16:10:53.653921'}",26992,4708,14.85173501577287,Excellent Deal
19,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/571de632-1f0c-428d-808c-a1e93e992e13/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-27T16:10:53.388884,2025-08-27T16:10:53.593627,1.0,2012,1.0,"$19,499",1.0,"105,081",1.0,Boxster Base,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,2400,3265,"exterior, seating, technology, performance","Bi-Xenon Headlights with Dynamic Cornering, Heated Seats, PCM w/ Navigation, Sport Exhaust (PSE), Sport Seats / Adaptive Sport Seats, 18–19"" Upgraded Wheels",29500,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 500, 'calculation_timestamp': '2025-08-27T16:10:53.654055'}",19499,10001,33.90169491525424,Excellent Deal
20,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/5478a97d-5d9b-4b8c-9063-147503a1631e/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-27T16:10:53.389002,2025-08-27T16:10:53.612121,1.0,2010,1.0,"$17,987",1.0,"116,045",1.0,Boxster Base,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,0,2400,0,"exterior, technology, seating, performance","Bi-Xenon Headlights with Dynamic Cornering, BOSE Surround Sound, Heated Seats, Sport Exhaust (PSE), Sport Seats / Adaptive Sport Seats, 18–19"" Upgraded Wheels",30200,"{'base_value': 30500, 'year_adjustment': 1000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-27T16:10:53.654191'}",17987,12213,40.44039735099338,Excellent Deal
21,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/c2112af7-00a0-49bf-9278-d9e6f627d93e/?aff=atempst&utm_campaign=atempst&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-27T16:10:53.389147,2025-08-27T16:10:53.633416,1.0,2011,1.0,"$32,999",1.0,"80,000",1.0,Boxster Base,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,29700,"{'base_value': 30500, 'year_adjustment': 500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-27T16:10:53.654319'}",32999,-3299,-11.107744107744107,Overpriced
22,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.ebay.com/itm/306463169067?hash=item475aa0da2b%3Ag%3ABv4AAOSwQS9oWly0&mkevt=1&mkcid=1&mkrid=711-53200-19255-0&campid=5337650957&customid=&toolid=10049,2025-08-27T16:10:53.389277,2025-08-27T16:10:53.634557,1.0,2009,1.0,"$14,995",1.0,"103,617",1.0,Boxster Base,1.0,Gray,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,30700,"{'base_value': 30500, 'year_adjustment': 1500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-27T16:10:53.654446'}",14995,15705,51.15635179153094,Excellent Deal
23,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB2A85BS730081/?referrer_id=autotempest,2025-08-27T16:10:53.389434,2025-08-27T16:10:53.636292,1.0,2011,1.0,"$30,190",1.0,"100,159",1.0,Boxster S,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,30000,"{'base_value': 30500, 'year_adjustment': 500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 500, 'calculation_timestamp': '2025-08-27T16:10:53.654578'}",30190,-190,-0.6333333333333333,Fair Price
24,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB298X9U730175/?referrer_id=autotempest,2025-08-27T16:10:53.389539,2025-08-27T16:10:53.639709,1.0,2009,1.0,"$29,990",1.0,"58,616",1.0,Boxster S,1.0,Aqua Blue Metallic,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,31700,"{'base_value': 30500, 'year_adjustment': 1500, 'model_premium': 0, 'mileage_adjustment': -500, 'color_premium': 200, 'calculation_timestamp': '2025-08-27T16:10:53.654706'}",29990,1710,5.394321766561514,Excellent Deal
25,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA29899U710776/?referrer_id=autotempest,2025-08-27T16:10:53.389644,2025-08-27T16:10:53.641540,1.0,2009,1.0,"$27,990",1.0,"59,236",1.0,Boxster S,1.0,Midnight Blue Metallic,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,31700,"{'base_value': 30500, 'year_adjustment': 1500, 'model_premium': 0, 'mileage_adjustment': -500, 'color_premium': 200, 'calculation_timestamp': '2025-08-27T16:10:53.654840'}",27990,3710,11.703470031545741,Excellent Deal
26,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA2A84AS710096/?referrer_id=autotempest,2025-08-27T16:10:53.389752,2025-08-27T16:10:53.643301,0.7142857142857143,2010,1.0,"$33,995",1.0,"8,450",1.0,Boxster S,1.0,Unknown,Unknown,1.0,1.0,AutoTempest,1.0,0,0,0,,,32500,"{'base_value': 30500, 'year_adjustment': 1000, 'model_premium': 0, 'mileage_adjustment': 1000, 'color_premium': 0, 'calculation_timestamp': '2025-08-27T16:10:53.654944'}",33995,-1495,-4.6,Overpriced
27,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB2A87AS730095/?referrer_id=autotempest,2025-08-27T16:10:53.389857,2025-08-27T16:10:53.645052,1.0,2010,1.0,"$33,700",1.0,"39,587",1.0,Boxster S,1.0,Gt Silver Metallic,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,31700,"{'base_value': 30500, 'year_adjustment': 1000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 200, 'calculation_timestamp': '2025-08-27T16:10:53.655072'}",33700,-2000,-6.309148264984227,Overpriced
